Found shorter combination to 9 20 with  
Found shorter combination to 41 15 with  
Found shorter combination to 108 20 with  
Found shorter combination to 213 70 with 34C3_Kz 
Found shorter combination to 33 30 with 34C3_Lz 
Found shorter combination to 240 30 with 34C3_Nz 
Found shorter combination to 80 30 with 34C3_Oz 
Found shorter combination to 138 70 with 34C3_Pz 
Found shorter combination to 204 70 with 34C3_Sz 
Found shorter combination to 23 70 with 34C3_Tz 
Found shorter combination to 95 30 with 34C3_Xz 
Found shorter combination to 155 70 with 34C3_Yz 
Found shorter combination to 139 70 with 34C3_Zz 
Found shorter combination to 95 70 with 34C3_bz 
Found shorter combination to 23 30 with 34C3_cz 
Found shorter combination to 254 30 with 34C3_gz 
Found shorter combination to 257 70 with 34C3_iz 
Found shorter combination to 196 30 with 34C3_kz 
Found shorter combination to 231 70 with 34C3_lz 
Found shorter combination to 191 70 with 34C3_mz 
Found shorter combination to 96 30 with 34C3_nz 
Found shorter combination to 229 30 with 34C3_rz 
Found shorter combination to 89 30 with 34C3_sz 
Found shorter combination to 19 30 with 34C3_zz 
Found shorter combination to 143 70 with 34C3_2z 
Found shorter combination to 251 70 with 34C3_3z 
Found shorter combination to 165 30 with 34C3_4z 
Found shorter combination to 84 70 with 34C3_7z 
Found shorter combination to 83 30 with 34C3_8z 
Found shorter combination to 18 30 with 34C3_9z 
Found shorter combination to 18 70 with 34C3_"z 
Found shorter combination to 61 70 with 34C3_.z 
Found shorter combination to 64 25 with 34C3_C0 
Found shorter combination to 169 65 with 34C3_E0 
Found shorter combination to 243 65 with 34C3_G0 
Found shorter combination to 247 65 with 34C3_K0 
Found shorter combination to 218 25 with 34C3_M0 
Found shorter combination to 109 65 with 34C3_P0 
Found shorter combination to 164 65 with 34C3_R0 
Found shorter combination to 60 65 with 34C3_h0 
Found shorter combination to 13 25 with 34C3_j0 
Found shorter combination to 148 65 with 34C3_k0 
Found shorter combination to 98 25 with 34C3_l0 
Found shorter combination to 201 65 with 34C3_r0 
Found shorter combination to 46 65 with 34C3_w0 
Found shorter combination to 184 65 with 34C3_.0 
Found shorter combination to 64 15 with 34C3_C1 
Found shorter combination to 169 55 with 34C3_E1 
Found shorter combination to 243 55 with 34C3_G1 
Found shorter combination to 247 55 with 34C3_K1 
Found shorter combination to 109 55 with 34C3_P1 
Found shorter combination to 237 15 with 34C3_f1 
Found shorter combination to 60 55 with 34C3_h1 
Found shorter combination to 13 15 with 34C3_j1 
Found shorter combination to 148 55 with 34C3_k1 
Found shorter combination to 98 15 with 34C3_l1 
Found shorter combination to 251 15 with 34C3_m1 
Found shorter combination to 157 15 with 34C3_n1 
Found shorter combination to 254 55 with 34C3_p1 
Found shorter combination to 201 55 with 34C3_r1 
Found shorter combination to 70 15 with 34C3_s1 
Found shorter combination to 46 55 with 34C3_w1 
Found shorter combination to 214 15 with 34C3_81 
Found shorter combination to 184 55 with 34C3_.1 
Found shorter combination to 205 70 with 34C3_C2 
Found shorter combination to 221 30 with 34C3_G2 
Found shorter combination to 198 70 with 34C3_I2 
Found shorter combination to 85 30 with 34C3_J2 
Found shorter combination to 140 30 with 34C3_K2 
Found shorter combination to 147 30 with 34C3_L2 
Found shorter combination to 211 30 with 34C3_Q2 
Found shorter combination to 235 30 with 34C3_S2 
Found shorter combination to 238 70 with 34C3_T2 
Found shorter combination to 12 30 with 34C3__2 
Found shorter combination to 215 30 with 34C3_a2 
Found shorter combination to 35 70 with 34C3_b2 
Found shorter combination to 173 70 with 34C3_d2 
Found shorter combination to 207 30 with 34C3_e2 
Found shorter combination to 161 30 with 34C3_g2 
Found shorter combination to 88 70 with 34C3_h2 
Found shorter combination to 105 30 with 34C3_i2 
Found shorter combination to 155 30 with 34C3_p2 
Found shorter combination to 195 30 with 34C3_q2 
Found shorter combination to 226 70 with 34C3_w2 
Found shorter combination to 74 30 with 34C3_x2 
Found shorter combination to 71 30 with 34C3_z2 
Found shorter combination to 250 70 with 34C3_82 
Found shorter combination to 136 30 with 34C3_"2 
Found shorter combination to 120 30 with 34C3_.2 
Found shorter combination to 135 55 with 34C3_C3 
Found shorter combination to 189 55 with 34C3_E3 
Found shorter combination to 28 55 with 34C3_G3 
Found shorter combination to 10 15 with 34C3_L3 
Found shorter combination to 102 55 with 34C3_O3 
Found shorter combination to 114 15 with 34C3_P3 
Found shorter combination to 111 55 with 34C3_Q3 
Found shorter combination to 183 15 with 34C3_R3 
Found shorter combination to 143 15 with 34C3_T3 
Found shorter combination to 160 15 with 34C3_U3 
Found shorter combination to 171 15 with 34C3_V3 
Found shorter combination to 236 15 with 34C3_Z3 
Found shorter combination to 99 55 with 34C3__3 
Found shorter combination to 50 15 with 34C3_a3 
Found shorter combination to 13 55 with 34C3_b3 
Found shorter combination to 232 55 with 34C3_c3 
Found shorter combination to 238 15 with 34C3_g3 
Found shorter combination to 199 15 with 34C3_i3 
Found shorter combination to 142 55 with 34C3_n3 
Found shorter combination to 168 55 with 34C3_q3 
Found shorter combination to 144 15 with 34C3_s3 
Found shorter combination to 17 55 with 34C3_x3 
Found shorter combination to 186 15 with 34C3_z3 
Found shorter combination to 48 15 with 34C3_73 
Found shorter combination to 110 55 with 34C3_"3 
Found shorter combination to 110 15 with 34C3_.3 
Found shorter combination to 135 40 with 34C3_C4 
Found shorter combination to 189 40 with 34C3_E4 
Found shorter combination to 28 40 with 34C3_G4 
Found shorter combination to 10 0 with 34C3_L4 
Found shorter combination to 102 40 with 34C3_O4 
Found shorter combination to 114 0 with 34C3_P4 
Found shorter combination to 111 40 with 34C3_Q4 
Found shorter combination to 183 0 with 34C3_R4 
Found shorter combination to 143 0 with 34C3_T4 
Found shorter combination to 160 0 with 34C3_U4 
Found shorter combination to 171 0 with 34C3_V4 
Found shorter combination to 236 0 with 34C3_Z4 
Found shorter combination to 99 40 with 34C3__4 
Found shorter combination to 50 0 with 34C3_a4 
Found shorter combination to 232 40 with 34C3_c4 
Found shorter combination to 238 0 with 34C3_g4 
Found shorter combination to 199 0 with 34C3_i4 
Found shorter combination to 142 40 with 34C3_n4 
Found shorter combination to 168 40 with 34C3_q4 
Found shorter combination to 17 40 with 34C3_x4 
Found shorter combination to 48 0 with 34C3_74 
Found shorter combination to 110 40 with 34C3_"4 
Found shorter combination to 110 0 with 34C3_.4 
Found shorter combination to 85 35 with 34C3_J5 
Found shorter combination to 140 35 with 34C3_K5 
Found shorter combination to 211 35 with 34C3_Q5 
Found shorter combination to 235 35 with 34C3_S5 
Found shorter combination to 238 75 with 34C3_T5 
Found shorter combination to 12 35 with 34C3__5 
Found shorter combination to 215 35 with 34C3_a5 
Found shorter combination to 207 35 with 34C3_e5 
Found shorter combination to 161 35 with 34C3_g5 
Found shorter combination to 105 35 with 34C3_i5 
Found shorter combination to 155 35 with 34C3_p5 
Found shorter combination to 195 35 with 34C3_q5 
Found shorter combination to 71 35 with 34C3_z5 
Found shorter combination to 120 35 with 34C3_.5 
Found shorter combination to 59 70 with 34C3_A6 
Found shorter combination to 52 70 with 34C3_B6 
Found shorter combination to 199 70 with 34C3_F6 
Found shorter combination to 97 70 with 34C3_L6 
Found shorter combination to 91 70 with 34C3_M6 
Found shorter combination to 113 70 with 34C3_O6 
Found shorter combination to 43 30 with 34C3_T6 
Found shorter combination to 212 30 with 34C3_X6 
Found shorter combination to 102 30 with 34C3_Z6 
Found shorter combination to 79 30 with 34C3_a6 
Found shorter combination to 132 70 with 34C3_b6 
Found shorter combination to 236 70 with 34C3_d6 
Found shorter combination to 167 30 with 34C3_f6 
Found shorter combination to 15 70 with 34C3_i6 
Found shorter combination to 11 30 with 34C3_j6 
Found shorter combination to 107 70 with 34C3_k6 
Found shorter combination to 90 70 with 34C3_p6 
Found shorter combination to 255 70 with 34C3_v6 
Found shorter combination to 154 70 with 34C3_w6 
Found shorter combination to 181 30 with 34C3_36 
Found shorter combination to 66 30 with 34C3_.6 
Found shorter combination to 228 30 with 34C3_G7 
Found shorter combination to 196 70 with 34C3_L7 
Found shorter combination to 174 70 with 34C3_M7 
Found shorter combination to 37 30 with 34C3_N7 
Found shorter combination to 215 70 with 34C3_P7 
Found shorter combination to 118 70 with 34C3_R7 
Found shorter combination to 250 30 with 34C3_W7 
Found shorter combination to 127 30 with 34C3_X7 
Found shorter combination to 214 70 with 34C3_Y7 
Found shorter combination to 158 70 with 34C3_i7 
Found shorter combination to 152 70 with 34C3_l7 
Found shorter combination to 29 70 with 34C3_q7 
Found shorter combination to 182 30 with 34C3_s7 
Found shorter combination to 256 30 with 34C3_v7 
Found shorter combination to 24 30 with 34C3_27 
Found shorter combination to 154 30 with 34C3_77 
Found shorter combination to 183 70 with 34C3_97 
Found shorter combination to 175 70 with 34C3_.7 
Found shorter combination to 22 25 with 34C3_A8 
Found shorter combination to 98 65 with 34C3_E8 
Found shorter combination to 180 65 with 34C3_H8 
Found shorter combination to 182 65 with 34C3_J8 
Found shorter combination to 240 25 with 34C3_N8 
Found shorter combination to 80 25 with 34C3_O8 
Found shorter combination to 138 65 with 34C3_P8 
Found shorter combination to 204 65 with 34C3_S8 
Found shorter combination to 23 65 with 34C3_T8 
Found shorter combination to 95 25 with 34C3_X8 
Found shorter combination to 155 65 with 34C3_Y8 
Found shorter combination to 95 65 with 34C3_b8 
Found shorter combination to 254 25 with 34C3_g8 
Found shorter combination to 196 25 with 34C3_k8 
Found shorter combination to 231 65 with 34C3_l8 
Found shorter combination to 191 65 with 34C3_m8 
Found shorter combination to 229 25 with 34C3_r8 
Found shorter combination to 89 25 with 34C3_s8 
Found shorter combination to 143 65 with 34C3_28 
Found shorter combination to 251 65 with 34C3_38 
Found shorter combination to 165 25 with 34C3_48 
Found shorter combination to 84 65 with 34C3_78 
Found shorter combination to 18 25 with 34C3_98 
Found shorter combination to 18 65 with 34C3_"8 
Found shorter combination to 64 10 with 34C3_C9 
Found shorter combination to 169 50 with 34C3_E9 
Found shorter combination to 243 50 with 34C3_G9 
Found shorter combination to 247 50 with 34C3_K9 
Found shorter combination to 109 50 with 34C3_P9 
Found shorter combination to 60 50 with 34C3_h9 
Found shorter combination to 13 10 with 34C3_j9 
Found shorter combination to 148 50 with 34C3_k9 
Found shorter combination to 98 10 with 34C3_l9 
Found shorter combination to 201 50 with 34C3_r9 
Found shorter combination to 46 50 with 34C3_w9 
Found shorter combination to 184 50 with 34C3_.9 
Found shorter combination to 100 47 with 34C3_A" 
Found shorter combination to 97 7 with 34C3_B" 
Found shorter combination to 52 7 with 34C3_C" 
Found shorter combination to 63 47 with 34C3_D" 
Found shorter combination to 90 7 with 34C3_E" 
Found shorter combination to 226 7 with 34C3_F" 
Found shorter combination to 162 47 with 34C3_G" 
Found shorter combination to 177 7 with 34C3_H" 
Found shorter combination to 209 47 with 34C3_I" 
Found shorter combination to 208 35 with 34C3_I" 
Found shorter combination to 219 47 with 34C3_J" 
Found shorter combination to 71 47 with 34C3_K" 
Found shorter combination to 99 7 with 34C3_L" 
Found shorter combination to 228 47 with 34C3_M" 
Found shorter combination to 179 7 with 34C3_N" 
Found shorter combination to 217 35 with 34C3_N" 
Found shorter combination to 146 7 with 34C3_O" 
Found shorter combination to 217 47 with 34C3_P" 
Found shorter combination to 247 7 with 34C3_Q" 
Found shorter combination to 38 47 with 34C3_R" 
Found shorter combination to 53 7 with 34C3_S" 
Found shorter combination to 210 35 with 34C3_S" 
Found shorter combination to 218 47 with 34C3_T" 
Found shorter combination to 94 47 with 34C3_U" 
Found shorter combination to 245 47 with 34C3_V" 
Found shorter combination to 124 47 with 34C3_W" 
Found shorter combination to 150 47 with 34C3_X" 
Found shorter combination to 258 7 with 34C3_Y" 
Found shorter combination to 82 7 with 34C3_Z" 
Found shorter combination to 178 7 with 34C3__" 
Found shorter combination to 213 35 with 34C3__" 
Found shorter combination to 134 47 with 34C3_a" 
Found shorter combination to 54 7 with 34C3_b" 
Found shorter combination to 222 47 with 34C3_c" 
Found shorter combination to 55 7 with 34C3_d" 
Found shorter combination to 126 7 with 34C3_e" 
Found shorter combination to 216 7 with 34C3_f" 
Found shorter combination to 142 7 with 34C3_g" 
Found shorter combination to 14 47 with 34C3_h" 
Found shorter combination to 38 7 with 34C3_i" 
Found shorter combination to 113 7 with 34C3_j" 
Found shorter combination to 206 47 with 34C3_k" 
Found shorter combination to 145 47 with 34C3_l" 
Found shorter combination to 223 7 with 34C3_m" 
Found shorter combination to 210 47 with 34C3_n" 
Found shorter combination to 221 47 with 34C3_p" 
Found shorter combination to 39 7 with 34C3_q" 
Found shorter combination to 243 7 with 34C3_r" 
Found shorter combination to 115 47 with 34C3_s" 
Found shorter combination to 96 47 with 34C3_v" 
Found shorter combination to 200 7 with 34C3_w" 
Found shorter combination to 156 47 with 34C3_x" 
Found shorter combination to 141 47 with 34C3_y" 
Found shorter combination to 104 7 with 34C3_z" 
Found shorter combination to 187 47 with 34C3_0" 
Found shorter combination to 46 7 with 34C3_2" 
Found shorter combination to 43 47 with 34C3_3" 
Found shorter combination to 230 7 with 34C3_4" 
Found shorter combination to 152 7 with 34C3_7" 
Found shorter combination to 22 47 with 34C3_8" 
Found shorter combination to 121 47 with 34C3_9" 
Found shorter combination to 60 7 with 34C3_"" 
Found shorter combination to 44 7 with 34C3_." 
Found shorter combination to 85 15 with 34C3_J. 
Found shorter combination to 140 15 with 34C3_K. 
Found shorter combination to 211 15 with 34C3_Q. 
Found shorter combination to 235 15 with 34C3_S. 
Found shorter combination to 238 55 with 34C3_T. 
Found shorter combination to 12 15 with 34C3__. 
Found shorter combination to 215 15 with 34C3_a. 
Found shorter combination to 207 15 with 34C3_e. 
Found shorter combination to 161 15 with 34C3_g. 
Found shorter combination to 105 15 with 34C3_i. 
Found shorter combination to 155 15 with 34C3_p. 
Found shorter combination to 195 15 with 34C3_q. 
Found shorter combination to 71 15 with 34C3_z. 
Found shorter combination to 120 15 with 34C3_.. 
Found shorter combination to 81 50 with 34C3_BAA 
Found shorter combination to 72 50 with 34C3_CAA 
Found shorter combination to 185 55 with 34C3_CAA 
Found shorter combination to 213 15 with 34C3_MAA 
Found shorter combination to 119 15 with 34C3_NAA 
Found shorter combination to 92 15 with 34C3_RAA 
Found shorter combination to 158 10 with 34C3_SAA 
Found shorter combination to 51 55 with 34C3_UAA 
Found shorter combination to 92 50 with 34C3_WAA 
Found shorter combination to 230 55 with 34C3_WAA 
Found shorter combination to 225 15 with 34C3__AA 
Found shorter combination to 220 15 with 34C3_aAA 
Found shorter combination to 87 15 with 34C3_dAA 
Found shorter combination to 93 10 with 34C3_gAA 
Found shorter combination to 40 55 with 34C3_gAA 
Found shorter combination to 51 50 with 34C3_kAA 
Found shorter combination to 220 10 with 34C3_nAA 
Found shorter combination to 76 15 with 34C3_nAA 
Found shorter combination to 173 10 with 34C3_wAA 
Found shorter combination to 15 10 with 34C3_yAA 
Found shorter combination to 89 50 with 34C3_0AA 
Found shorter combination to 181 55 with 34C3_0AA 
Found shorter combination to 201 10 with 34C3_4AA 
Found shorter combination to 166 50 with 34C3_.AA 
Found shorter combination to 108 10 with 34C3_ABA 
Found shorter combination to 188 10 with 34C3_CBA 
Found shorter combination to 194 10 with 34C3_FBA 
Found shorter combination to 84 15 with 34C3_JBA 
Found shorter combination to 61 10 with 34C3_LBA 
Found shorter combination to 181 50 with 34C3_SBA 
Found shorter combination to 44 55 with 34C3_SBA 
Found shorter combination to 161 55 with 34C3_VBA 
Found shorter combination to 141 10 with 34C3_XBA 
Found shorter combination to 117 10 with 34C3_ZBA 
Found shorter combination to 158 15 with 34C3_ZBA 
Found shorter combination to 144 55 with 34C3_aBA 
Found shorter combination to 15 15 with 34C3_bBA 
Found shorter combination to 149 50 with 34C3_gBA 
Found shorter combination to 76 10 with 34C3_iBA 
Found shorter combination to 241 15 with 34C3_lBA 
Found shorter combination to 57 10 with 34C3_nBA 
Found shorter combination to 47 55 with 34C3_pBA 
Found shorter combination to 205 15 with 34C3_qBA 
Found shorter combination to 248 50 with 34C3_wBA 
Found shorter combination to 166 55 with 34C3_wBA 
Found shorter combination to 48 50 with 34C3_xBA 
Found shorter combination to 40 50 with 34C3_yBA 
Found shorter combination to 74 50 with 34C3_2BA 
Found shorter combination to 242 55 with 34C3_2BA 
Found shorter combination to 72 15 with 34C3_3BA 
Found shorter combination to 138 10 with 34C3_7BA 
Found shorter combination to 197 10 with 34C3_CCA 
Found shorter combination to 190 15 with 34C3_CCA 
Found shorter combination to 166 15 with 34C3_MCA 
Found shorter combination to 202 10 with 34C3_NCA 
Found shorter combination to 42 50 with 34C3_OCA 
Found shorter combination to 162 10 with 34C3_UCA 
Found shorter combination to 256 50 with 34C3_VCA 
Found shorter combination to 149 55 with 34C3_VCA 
Found shorter combination to 119 10 with 34C3_eCA 
Found shorter combination to 12 55 with 34C3_lCA 
Found shorter combination to 203 50 with 34C3_rCA 
Found shorter combination to 194 15 with 34C3_zCA 
Found shorter combination to 211 50 with 34C3_9CA 
Found shorter combination to 185 50 with 34C3_.CA 
Found shorter combination to 19 55 with 34C3_BDA 
Found shorter combination to 213 10 with 34C3_GDA 
Found shorter combination to 87 10 with 34C3_KDA 
Found shorter combination to 92 10 with 34C3_LDA 
Found shorter combination to 230 50 with 34C3_MDA 
Found shorter combination to 248 55 with 34C3_MDA 
Found shorter combination to 93 15 with 34C3_UDA 
Found shorter combination to 72 10 with 34C3_YDA 
Found shorter combination to 73 15 with 34C3_YDA 
Found shorter combination to 225 10 with 34C3_nDA 
Found shorter combination to 66 55 with 34C3_pDA 
Found shorter combination to 49 50 with 34C3_wDA 
Found shorter combination to 190 55 with 34C3_wDA 
Found shorter combination to 75 10 with 34C3_AEA 
Found shorter combination to 233 10 with 34C3_CEA 
Found shorter combination to 179 50 with 34C3_HEA 
Found shorter combination to 137 50 with 34C3_OEA 
Found shorter combination to 45 15 with 34C3_OEA 
Found shorter combination to 194 50 with 34C3_ZEA 
Found shorter combination to 51 10 with 34C3_bEA 
Found shorter combination to 49 55 with 34C3_bEA 
Found shorter combination to 79 50 with 34C3_gEA 
Found shorter combination to 148 10 with 34C3_lEA 
Found shorter combination to 86 10 with 34C3_qEA 
Found shorter combination to 47 50 with 34C3_rEA 
Found shorter combination to 171 50 with 34C3_8EA 
Found shorter combination to 148 15 with 34C3_AFA 
Found shorter combination to 208 10 with 34C3_BFA 
Found shorter combination to 249 50 with 34C3_JFA 
Found shorter combination to 208 15 with 34C3_JFA 
Found shorter combination to 190 50 with 34C3_TFA 
Found shorter combination to 242 50 with 34C3_WFA 
Found shorter combination to 191 10 with 34C3_ZFA 
Found shorter combination to 106 50 with 34C3_bFA 
Found shorter combination to 12 50 with 34C3_wFA 
Found shorter combination to 61 15 with 34C3_wFA 
Found shorter combination to 73 10 with 34C3_4FA 
Found shorter combination to 188 15 with 34C3_9FA 
Found shorter combination to 229 50 with 34C3_HGA 
Found shorter combination to 63 10 with 34C3_OGA 
Found shorter combination to 68 55 with 34C3_SGA 
Found shorter combination to 166 10 with 34C3_WGA 
Found shorter combination to 32 15 with 34C3_WGA 
Found shorter combination to 146 55 with 34C3__GA 
Found shorter combination to 258 50 with 34C3_pGA 
Found shorter combination to 24 50 with 34C3_yGA 
Found shorter combination to 116 50 with 34C3_AHA 
Found shorter combination to 239 10 with 34C3_CHA 
Found shorter combination to 84 10 with 34C3_IHA 
Found shorter combination to 159 10 with 34C3_QHA 
Found shorter combination to 177 50 with 34C3_THA 
Found shorter combination to 44 50 with 34C3_dHA 
Found shorter combination to 179 55 with 34C3_dHA 
Found shorter combination to 223 50 with 34C3_qHA 
Found shorter combination to 206 10 with 34C3_4HA 
Found shorter combination to 144 50 with 34C3_.HA 
Found shorter combination to 241 10 with 34C3_HIA 
Found shorter combination to 239 15 with 34C3_HIA 
Found shorter combination to 138 15 with 34C3_RIA 
Found shorter combination to 203 55 with 34C3_VIA 
Found shorter combination to 167 50 with 34C3_WIA 
Found shorter combination to 161 50 with 34C3_YIA 
Found shorter combination to 79 55 with 34C3_nIA 
Found shorter combination to 68 50 with 34C3_7IA 
Found shorter combination to 170 55 with 34C3_FJA 
Found shorter combination to 139 15 with 34C3_NJA 
Found shorter combination to 225 50 with 34C3_kJA 
Found shorter combination to 74 55 with 34C3_kJA 
Found shorter combination to 67 50 with 34C3_rJA 
Found shorter combination to 121 10 with 34C3_2JA 
Found shorter combination to 131 10 with 34C3_4JA 
Found shorter combination to 120 50 with 34C3_9JA 
Found shorter combination to 106 55 with 34C3_9JA 
Found shorter combination to 126 50 with 34C3_"JA 
Found shorter combination to 36 50 with 34C3_.JA 
Found shorter combination to 34 15 with 34C3_.JA 
Found shorter combination to 223 55 with 34C3_AKA 
Found shorter combination to 9 50 with 34C3_JKA 
Found shorter combination to 25 50 with 34C3_LKA 
Found shorter combination to 195 55 with 34C3_bKA 
Found shorter combination to 176 10 with 34C3_jKA 
Found shorter combination to 175 10 with 34C3_pKA 
Found shorter combination to 104 50 with 34C3_kLA 
Found shorter combination to 174 10 with 34C3_.LA 
Found shorter combination to 16 50 with 34C3_iMA 
Found shorter combination to 195 50 with 34C3_wMA 
Found shorter combination to 36 55 with 34C3_wMA 
Found shorter combination to 40 10 with 34C3_MNA 
Found shorter combination to 17 10 with 34C3_BOA 
Found shorter combination to 207 50 with 34C3_COA 
Found shorter combination to 66 50 with 34C3_SOA 
Found shorter combination to 70 50 with 34C3_aOA 
Found shorter combination to 116 55 with 34C3_CPA 
Found shorter combination to 19 50 with 34C3_DPA 
Found shorter combination to 10 50 with 34C3_nPA 
Found shorter combination to 190 10 with 34C3_EQA 
Found shorter combination to 11 55 with 34C3_EQA 
Found shorter combination to 32 10 with 34C3_jQA 
Found shorter combination to 252 50 with 34C3_"QA 
Found shorter combination to 171 55 with 34C3_"QA 
Found shorter combination to 37 50 with 34C3_rRA 
Found shorter combination to 200 50 with 34C3_TSA 
Found shorter combination to 72 55 with 34C3_TSA 
Found shorter combination to 125 10 with 34C3_VTA 
Found shorter combination to 170 50 with 34C3_dTA 
Found shorter combination to 125 15 with 34C3_mUA 
Found shorter combination to 191 15 with 34C3_"UA 
Found shorter combination to 167 55 with 34C3_.UA 
Found shorter combination to 11 50 with 34C3_HVA 
Found shorter combination to 34 10 with 34C3_bVA 
Found shorter combination to 131 15 with 34C3_bVA 
Found shorter combination to 10 55 with 34C3_cVA 
Found shorter combination to 112 50 with 34C3_YXA 
Found shorter combination to 25 55 with 34C3_YXA 
Found shorter combination to 57 15 with 34C3_TYA 
Found shorter combination to 117 50 with 34C3_dZA 
Found shorter combination to 146 50 with 34C3_R_A 
Found shorter combination to 193 10 with 34C3_PcA 
Found shorter combination to 14 10 with 34C3_edA 
Found shorter combination to 205 10 with 34C3_geA 
Found shorter combination to 139 10 with 34C3_meA 
Found shorter combination to 45 10 with 34C3_IiA 
Found shorter combination to 51 15 with 34C3_IiA 
Found shorter combination to 253 50 with 34C3_XjA 
Found shorter combination to 150 10 with 34C3_zkA 
Found shorter combination to 178 50 with 34C3_dpA 
Found shorter combination to 151 50 with 34C3_kpA 
Found shorter combination to 136 50 with 34C3_W7A 
Found shorter combination to 246 50 with 34C3_ZoA 
Found shorter combination to 81 55 with 34C3_BAB 
Found shorter combination to 171 45 with 34C3_CAB 
Found shorter combination to 16 45 with 34C3_MAB 
Found shorter combination to 92 55 with 34C3_WAB 
Found shorter combination to 117 5 with 34C3_YAB 
Found shorter combination to 70 45 with 34C3_ZAB 
Found shorter combination to 258 45 with 34C3__AB 
Found shorter combination to 68 45 with 34C3_aAB 
Found shorter combination to 177 45 with 34C3_bAB 
Found shorter combination to 72 45 with 34C3_iAB 
Found shorter combination to 253 45 with 34C3_lAB 
Found shorter combination to 173 15 with 34C3_wAB 
Found shorter combination to 89 55 with 34C3_0AB 
Found shorter combination to 201 15 with 34C3_4AB 
Found shorter combination to 137 45 with 34C3_"AB 
Found shorter combination to 108 15 with 34C3_ABB 
Found shorter combination to 73 5 with 34C3_FBB 
Found shorter combination to 220 5 with 34C3_HBB 
Found shorter combination to 148 5 with 34C3_IBB 
Found shorter combination to 166 45 with 34C3_QBB 
Found shorter combination to 141 15 with 34C3_XBB 
Found shorter combination to 117 15 with 34C3_ZBB 
Found shorter combination to 194 5 with 34C3_bBB 
Found shorter combination to 51 45 with 34C3_fBB 
Found shorter combination to 44 45 with 34C3_gBB 
Found shorter combination to 239 5 with 34C3_hBB 
Found shorter combination to 17 5 with 34C3_lBB 
Found shorter combination to 93 5 with 34C3_qBB 
Found shorter combination to 92 45 with 34C3_rBB 
Found shorter combination to 72 5 with 34C3_wBB 
Found shorter combination to 48 55 with 34C3_xBB 
Found shorter combination to 225 5 with 34C3_0BB 
Found shorter combination to 40 45 with 34C3_2BB 
Found shorter combination to 249 45 with 34C3_7BB 
Found shorter combination to 197 15 with 34C3_CCB 
Found shorter combination to 202 15 with 34C3_NCB 
Found shorter combination to 42 55 with 34C3_OCB 
Found shorter combination to 179 45 with 34C3_OCB 
Found shorter combination to 162 15 with 34C3_UCB 
Found shorter combination to 131 5 with 34C3_UCB 
Found shorter combination to 256 55 with 34C3_VCB 
Found shorter combination to 106 45 with 34C3_eCB 
Found shorter combination to 66 45 with 34C3_wCB 
Found shorter combination to 34 5 with 34C3_xCB 
Found shorter combination to 138 5 with 34C3_7CB 
Found shorter combination to 211 55 with 34C3_9CB 
Found shorter combination to 15 5 with 34C3_RDB 
Found shorter combination to 167 45 with 34C3_SDB 
Found shorter combination to 32 5 with 34C3_TDB 
Found shorter combination to 248 45 with 34C3_nDB 
Found shorter combination to 81 45 with 34C3_rDB 
Found shorter combination to 75 15 with 34C3_AEB 
Found shorter combination to 40 5 with 34C3_AEB 
Found shorter combination to 233 15 with 34C3_CEB 
Found shorter combination to 84 5 with 34C3_GEB 
Found shorter combination to 24 45 with 34C3_HEB 
Found shorter combination to 42 45 with 34C3_MEB 
Found shorter combination to 137 55 with 34C3_OEB 
Found shorter combination to 67 45 with 34C3_OEB 
Found shorter combination to 194 55 with 34C3_ZEB 
Found shorter combination to 10 45 with 34C3_ZEB 
Found shorter combination to 89 45 with 34C3__EB 
Found shorter combination to 158 5 with 34C3_hEB 
Found shorter combination to 25 45 with 34C3_lEB 
Found shorter combination to 86 15 with 34C3_qEB 
Found shorter combination to 48 45 with 34C3_vEB 
Found shorter combination to 249 55 with 34C3_JFB 
Found shorter combination to 149 45 with 34C3_UFB 
Found shorter combination to 19 45 with 34C3_WFB 
Found shorter combination to 76 5 with 34C3_wFB 
Found shorter combination to 191 5 with 34C3_xFB 
Found shorter combination to 229 55 with 34C3_HGB 
Found shorter combination to 63 15 with 34C3_OGB 
Found shorter combination to 188 5 with 34C3_WGB 
Found shorter combination to 258 55 with 34C3_pGB 
Found shorter combination to 241 5 with 34C3_pGB 
Found shorter combination to 24 55 with 34C3_yGB 
Found shorter combination to 256 45 with 34C3_AHB 
Found shorter combination to 159 15 with 34C3_QHB 
Found shorter combination to 177 55 with 34C3_THB 
Found shorter combination to 45 5 with 34C3_qHB 
Found shorter combination to 14 5 with 34C3_yHB 
Found shorter combination to 206 15 with 34C3_4HB 
Found shorter combination to 104 45 with 34C3_HIB 
Found shorter combination to 61 5 with 34C3_FJB 
Found shorter combination to 225 55 with 34C3_kJB 
Found shorter combination to 67 55 with 34C3_rJB 
Found shorter combination to 202 5 with 34C3_rJB 
Found shorter combination to 201 5 with 34C3_zJB 
Found shorter combination to 121 15 with 34C3_2JB 
Found shorter combination to 120 55 with 34C3_9JB 
Found shorter combination to 126 55 with 34C3_"JB 
Found shorter combination to 9 55 with 34C3_JKB 
Found shorter combination to 176 5 with 34C3_VKB 
Found shorter combination to 51 5 with 34C3_cKB 
Found shorter combination to 176 15 with 34C3_jKB 
Found shorter combination to 175 15 with 34C3_pKB 
Found shorter combination to 47 45 with 34C3_.KB 
